transaction_real_price,city,exclusive_use_area,total_parking_capacity_in_site,apartment_building_count_in_sites,room_count,bathroom_count,heat_type_individual
266000000,1,59.92,706.0,9,3.0,1.0,0
1450000000,1,152.843,1999.0,3,3.0,2.0,0
375000000,1,107.91,287.0,2,3.0,2.0,1
255000000,1,84.83,273.0,3,3.0,2.0,1
388000000,1,114.87,265.0,2,4.0,2.0,1
340000000,1,84.65,314.0,2,3.0,2.0,1
200000000,1,49.56,486.0,10,3.0,1.0,0
395000000,0,84.6389,4599.0,14,3.0,2.0,1
171000000,0,84.88,2169.0,15,3.0,2.0,0
290000000,1,84.83,373.0,4,3.0,2.0,1
303000000,1,49.5,619.0,12,3.0,1.0,0
244500000,1,54.7,902.0,7,2.0,1.0,1
55000000,0,52.11,258.0,9,3.0,1.0,1
183000000,0,59.99,481.0,6,3.0,1.0,0
150000000,0,49.96,900.0,3,2.0,1.0,1
120000000,0,49.94,326.0,7,2.0,1.0,1
546000000,0,131.9004,2733.0,19,3.0,2.0,1
500000000,1,119.7,160.0,1,3.0,2.0,1
208000000,0,84.92,107.0,1,3.0,2.0,1
477000000,0,110.72,2277.0,25,4.0,2.0,1
44500000,0,48.72,169.0,2,3.0,1.0,1
260000000,0,84.87,1789.0,10,3.0,2.0,0
135000000,0,70.59,335.0,1,2.0,1.0,1
327000000,1,55.02,1879.0,34,2.0,1.0,0
384000000,1,84.74,465.0,9,3.0,2.0,0
199000000,0,84.98,634.0,4,3.0,2.0,1
330000000,1,84.9696,241.0,4,3.0,2.0,1
720000000,0,151.9156,4599.0,14,4.0,2.0,1
170000000,0,59.84,514.0,5,3.0,1.0,1
410000000,1,84.79,492.0,9,3.0,2.0,0
420000000,1,84.89,274.0,5,3.0,2.0,1
430000000,1,84.84299999999998,805.0,9,3.0,2.0,1
245000000,1,59.92,705.0,4,3.0,1.0,1
371000000,0,134.64,895.0,12,4.0,2.0,0
1000000000,1,76.79,5000.0,28,3.0,1.0,0
240000000,0,84.9936,425.0,6,3.0,2.0,1
332500000,1,59.93,337.0,8,2.0,1.0,1
378000000,1,84.88,751.0,11,3.0,2.0,0
440000000,1,82.77,1566.0,7,3.0,2.0,1
264500000,1,82.74,238.0,2,3.0,1.0,1
279000000,1,84.17,282.0,5,3.0,2.0,1
180000000,0,59.98,547.0,9,3.0,1.0,0
185000000,0,59.95,310.0,3,3.0,1.0,1
860000000,1,120.004,1185.0,16,4.0,2.0,1
63000000,0,59.67,52.0,1,2.0,1.0,1
380000000,1,84.84,1104.0,11,3.0,2.0,0
585000000,1,134.65,983.0,13,4.0,2.0,0
1100000000,1,84.48,650.0,5,3.0,2.0,0
93370000,0,49.14,700.0,7,2.0,1.0,1
107500000,0,49.77,551.0,14,2.0,1.0,1
637500000,0,147.97,554.0,13,4.0,2.0,0
715000000,1,84.99,650.0,15,3.0,2.0,1
440000000,1,84.88,4329.0,42,3.0,2.0,1
1360000000,1,49.618,905.0,5,2.0,1.0,0
880000000,1,106.93,1466.0,32,4.0,1.0,0
495000000,0,127.489,1405.0,6,4.0,2.0,1
127000000,0,84.7,259.0,3,3.0,2.0,1
180000000,0,59.76,1673.0,18,3.0,1.0,1
445000000,1,84.87,286.0,6,3.0,2.0,1
58730000,0,48.598,423.0,2,2.0,1.0,1
398000000,1,84.94,495.0,10,3.0,2.0,0
370000000,1,84.97,2088.0,28,3.0,2.0,1
170000000,0,127.22,400.0,4,4.0,2.0,1
140000000,0,57.09,237.0,2,3.0,1.0,1
164500000,0,84.98,132.0,2,3.0,2.0,1
530000000,1,84.97,220.0,2,3.0,2.0,1
325000000,0,146.99,684.0,6,4.0,2.0,1
555000000,1,84.98,850.0,9,3.0,2.0,1
115000000,0,59.82,422.0,3,3.0,1.0,1
534000000,0,131.9004,2733.0,19,3.0,2.0,1
58000000,0,48.89,202.0,4,2.0,1.0,1
120000000,0,59.85,753.0,6,3.0,1.0,1
75000000,0,39.95,481.0,6,2.0,1.0,0
250000000,0,84.98,4515.0,30,3.0,2.0,1
526000000,1,84.99,269.0,5,3.0,2.0,1
150000000,0,59.67,1282.0,10,2.0,1.0,1
550000000,1,84.94,126.0,2,3.0,2.0,1
95000000,0,59.91,1050.0,16,3.0,1.0,0
455000000,1,84.89,274.0,5,3.0,2.0,1
355000000,1,59.94,3940.0,25,2.0,1.0,1
262710000,0,100.7622,1888.0,17,3.0,2.0,0
700000000,1,84.99,616.0,6,3.0,2.0,1
293000000,1,59.75,1140.0,13,3.0,1.0,0
280000000,1,44.52,2328.0,18,2.0,1.0,0
224500000,0,84.9748,4697.0,49,3.0,2.0,1
503000000,1,59.97,1610.0,17,3.0,1.0,1
425000000,1,57.78,1161.0,15,3.0,2.0,1
615000000,0,151.9156,4599.0,14,4.0,2.0,1
480000000,1,59.855,2733.0,30,3.0,1.0,1
115000000,0,84.99,1110.0,12,3.0,2.0,1
195000000,1,49.94,676.0,26,2.0,1.0,0
143000000,0,59.91,844.0,13,3.0,1.0,1
554000000,1,84.95,1323.0,14,3.0,2.0,1
670000000,1,59.98,2780.0,40,3.0,2.0,1
125000000,0,59.6643,468.0,4,3.0,2.0,1
420000000,1,84.94,639.0,9,3.0,2.0,1
253000000,1,59.855,2733.0,30,3.0,1.0,1
278500000,1,63.53,570.0,5,2.0,1.0,1
290000000,1,84.984,278.0,2,3.0,2.0,1
140000000,1,25.65,900.0,10,1.0,1.0,0
235000000,1,59.85,243.0,1,3.0,1.0,1
95000000,0,49.94,1600.0,10,2.0,1.0,1
330000000,1,59.98,809.0,9,3.0,1.0,1
119000000,1,34.86,2124.0,12,1.0,1.0,0
308500000,1,59.76,1803.0,8,2.0,1.0,0
516500000,1,84.96,688.0,12,3.0,2.0,1
835000000,1,84.9406,567.0,9,3.0,2.0,1
465000000,1,27.68,7876.0,65,1.0,1.0,0
678000000,0,126.23,1915.0,13,4.0,2.0,1
365000000,1,83.89,432.0,5,3.0,2.0,0
246000000,1,84.12,192.0,1,3.0,2.0,1
535000000,1,84.92,277.0,3,3.0,1.0,0
170000000,1,25.32,288.0,1,1.0,1.0,1
250210000,0,122.9131,1362.0,15,4.0,2.0,0
275000000,1,59.65,632.0,4,3.0,1.0,1
249000000,0,59.89,2252.0,17,3.0,2.0,1
317500000,1,59.94,3940.0,25,2.0,1.0,1
428000000,1,84.79,376.0,4,3.0,2.0,1
410000000,1,114.75,2366.0,28,4.0,2.0,1
405000000,1,84.9829,224.0,3,3.0,2.0,1
668000000,1,114.92,2091.0,19,4.0,2.0,1
369000000,0,124.47,857.0,14,4.0,2.0,0
150000000,0,59.83,154.0,1,3.0,1.0,1
420000000,1,84.82,1581.0,16,3.0,2.0,0
268000000,1,84.99,1641.0,16,3.0,2.0,0
250000000,1,59.6618,223.0,2,3.0,1.0,1
146000000,0,84.87,1789.0,10,3.0,2.0,0
200000000,0,84.97,1098.0,8,3.0,1.0,1
69500000,0,49.73,481.0,6,2.0,1.0,0
590000000,1,84.941,660.0,6,3.0,2.0,1
805000000,1,84.90799999999999,779.0,5,3.0,2.0,1
437000000,1,84.98,350.0,7,3.0,2.0,1
1330000000,1,191.872,1127.0,1,3.0,3.0,1
1030000000,1,59.96,1122.0,10,3.0,1.0,0
870000000,1,59.55,205.0,2,3.0,1.0,0
750000000,1,51.77,1198.0,12,2.0,1.0,0
458000000,1,84.83,211.0,4,3.0,2.0,1
485000000,1,114.7,2772.0,32,4.0,2.0,1
104500000,0,59.82,528.0,5,3.0,1.0,1
315000000,1,55.32,266.0,4,3.0,1.0,1
329000000,1,59.99,1177.0,16,3.0,2.0,1
260000000,0,154.91,1152.0,9,4.0,2.0,1
231000000,0,84.88,2169.0,15,3.0,2.0,0
780000000,1,84.94,389.0,4,3.0,2.0,1
626000000,1,112.24,666.0,6,4.0,2.0,1
374000000,1,114.9,374.0,4,4.0,2.0,1
1106000000,1,76.5,3930.0,30,3.0,1.0,0
240000000,1,72.97,400.0,11,3.0,1.0,1
440000000,1,84.954,506.0,6,3.0,2.0,1
563000000,0,84.6389,4599.0,14,3.0,2.0,1
265000000,0,106.064,4697.0,49,3.0,2.0,1
259900000,0,123.307,5755.0,15,4.0,2.0,1
1130000000,1,157.2,900.0,6,5.0,2.0,0
85000000,0,58.0,522.0,20,2.0,1.0,1
1650000000,1,136.28,665.0,5,4.0,2.0,0
850000000,1,108.28,1879.0,34,4.0,2.0,0
2100000000,1,202.32,1686.0,10,4.0,3.0,0
145000000,0,83.41,200.0,3,3.0,1.0,1
1993300000,0,222.894,1198.0,3,6.0,3.0,1
285000000,1,60.0,179.0,1,3.0,1.0,1
140000000,0,41.3,1578.0,18,2.0,1.0,1
150000000,1,44.52,78.0,10,2.0,1.0,0
1500000000,1,99.45,1164.0,15,3.0,1.0,0
495000000,0,129.3472,1693.0,8,4.0,2.0,1
290000000,0,84.76,1833.0,20,3.0,2.0,1
422000000,1,84.9623,269.0,4,3.0,2.0,1
619000000,1,71.37,1466.0,32,2.0,1.0,0
154000000,1,33.18,522.0,6,2.0,1.0,0
260000000,1,59.81,344.0,3,3.0,1.0,1
477500000,1,84.87,3384.0,35,3.0,2.0,1
219500000,1,59.4,318.0,3,2.0,1.0,0
110000000,0,69.49,103.0,1,3.0,1.0,1
257000000,0,73.805,600.0,6,3.0,1.0,0
681450000,1,134.7,255.0,5,3.0,2.0,0
360000000,1,59.96,3384.0,35,3.0,1.0,1
106000000,0,59.88,181.0,3,3.0,1.0,1
160800000,1,39.84,1650.0,12,2.0,1.0,0
450000000,1,59.981,1428.0,16,3.0,2.0,1
694030000,1,134.84,293.0,4,0.0,0.0,0
610000000,1,35.64,2500.0,124,2.0,1.0,1
410000000,1,59.75,688.0,12,3.0,2.0,1
94000000,0,59.94,1167.0,13,3.0,1.0,1
190000000,0,59.98,540.0,6,3.0,1.0,1
50000000,0,62.78,90.0,1,3.0,1.0,1
560000000,1,137.7,1102.0,12,4.0,2.0,1
260000000,1,59.94,787.0,4,3.0,1.0,1
129000000,1,36.16,1980.0,11,1.0,1.0,0
85600000,0,59.91,735.0,13,3.0,1.0,1
289000000,1,84.94,3481.0,25,3.0,2.0,1
135000000,0,84.97,516.0,14,3.0,2.0,1
270000000,1,49.95,997.0,9,2.0,1.0,0
322000000,1,59.76,1208.0,13,2.0,1.0,1
245000000,1,79.25,994.0,21,3.0,1.0,0
188000000,0,59.85,729.0,9,3.0,1.0,0
545000000,1,84.95,489.0,2,3.0,2.0,1
181000000,0,84.945,471.0,3,3.0,2.0,1
115000000,0,108.81,34.0,2,4.0,2.0,1
695000000,1,102.34,4596.0,40,3.0,2.0,1
415000000,0,132.49200000000002,2918.0,18,4.0,2.0,1
439000000,1,84.96,5402.0,49,3.0,2.0,0
225000000,0,59.9438,1331.0,9,3.0,2.0,1
275000000,0,73.117,1274.0,4,3.0,2.0,1
208000000,0,84.99,279.0,3,3.0,2.0,1
472000000,1,50.8,262.0,5,2.0,1.0,1
633000000,1,84.89,274.0,5,3.0,2.0,1
475000000,1,114.66,1602.0,15,4.0,2.0,1
272500000,1,59.99,2251.0,21,3.0,2.0,1
249980000,0,84.9222,916.0,5,3.0,2.0,1
368000000,1,125.48,1448.0,9,4.0,2.0,0
334000000,1,84.51,114.0,1,3.0,2.0,1
300000000,0,136.82,152.0,3,4.0,2.0,0
155000000,0,59.85,753.0,6,3.0,1.0,1
190000000,0,84.81,171.0,1,4.0,2.0,1
368000000,0,85.0,619.0,3,3.0,2.0,1
125000000,0,84.91,663.0,11,3.0,2.0,1
97000000,0,84.93,371.0,2,3.0,2.0,1
230000000,1,49.77,2450.0,16,3.0,1.0,0
630000000,1,134.97,460.0,2,4.0,2.0,1
369000000,1,59.25,981.0,12,2.0,1.0,0
187000000,0,59.91,361.0,6,3.0,2.0,1
168000000,0,59.9599,1117.0,17,3.0,2.0,1
179000000,0,59.98,547.0,9,3.0,1.0,0
91000000,0,76.93,76.0,2,3.0,2.0,1
225000000,0,84.9959,453.0,3,3.0,2.0,1
650000000,1,84.94,809.0,9,3.0,2.0,1
263000000,1,59.67,339.0,2,3.0,1.0,1
320000000,1,84.88,318.0,2,3.0,2.0,1
245000000,0,68.414,473.0,8,3.0,2.0,0
700000000,1,84.92,516.0,3,3.0,2.0,1
195000000,1,53.75,511.0,5,2.0,1.0,0
233330000,0,112.4493,950.0,7,3.0,2.0,1
850000000,1,84.94,485.0,6,3.0,2.0,1
320000000,1,59.84,1014.0,19,3.0,2.0,0
679000000,1,83.42,635.0,12,3.0,2.0,1
258000000,0,95.53,400.0,4,3.0,2.0,1
143000000,0,84.91,1500.0,15,3.0,1.0,0
1570000000,1,84.93,3893.0,28,3.0,2.0,0
975000000,1,56.57,2500.0,124,3.0,1.0,1
340000000,1,59.95,2134.0,23,3.0,1.0,1
57110000,0,49.8,287.0,2,2.0,1.0,1
230000000,0,84.9902,4697.0,49,3.0,2.0,1
140000000,0,82.47,89.0,1,3.0,2.0,1
288000000,1,59.97,784.0,5,3.0,1.0,1
327500000,0,84.9564,754.0,6,3.0,2.0,1
61000000,0,44.87,1383.0,5,2.0,1.0,1
156780000,1,59.232,108.0,2,3.0,2.0,1
1228000000,1,148.5,276.0,3,5.0,2.0,1
320000000,0,116.817,2269.0,15,4.0,2.0,1
290000000,1,84.94,3481.0,25,3.0,2.0,1
1200000000,1,124.22,7876.0,65,4.0,2.0,0
171000000,1,49.79,800.0,9,3.0,1.0,1
370000000,1,79.8,515.0,9,3.0,1.0,1
70000000,0,41.85,551.0,14,2.0,1.0,1
208800000,0,84.99,241.0,2,3.0,2.0,1
205000000,0,130.04,522.0,6,4.0,2.0,1
56000000,0,49.08,2500.0,17,3.0,1.0,1
532000000,1,83.45,153.0,2,3.0,2.0,1
280000000,0,101.8124,1460.0,15,3.0,2.0,1
220000000,1,72.41,320.0,3,3.0,2.0,1
105750000,1,36.88,579.0,9,2.0,1.0,1
280000000,1,84.97,449.0,5,3.0,2.0,1
266000000,0,84.97,1556.0,17,3.0,2.0,0
910000000,1,84.83,4900.0,46,3.0,2.0,0
360000000,1,84.945,449.0,3,3.0,2.0,1
374000000,1,59.96,2615.0,21,3.0,1.0,1
300300000,0,100.9973,2595.0,14,3.0,2.0,1
475000000,1,59.87,287.0,4,3.0,1.0,1
652500000,1,133.97,1985.0,16,4.0,2.0,1
151000000,0,59.44,294.0,3,3.0,1.0,1
650000000,1,114.52,280.0,4,4.0,2.0,1
324000000,0,111.1371,171.0,2,4.0,2.0,1
167000000,0,59.76,862.0,12,3.0,1.0,1
269000000,0,71.6577,1309.0,11,3.0,2.0,1
1330000000,1,127.61,1244.0,10,4.0,2.0,1
510000000,1,84.76,354.0,3,3.0,2.0,1
260000000,0,84.97,1551.0,21,3.0,2.0,1
265000000,0,85.0,2381.0,14,3.0,2.0,1
336500000,0,117.021,961.0,4,4.0,2.0,1
475000000,1,114.46,639.0,9,4.0,2.0,1
535000000,1,84.97,3310.0,42,3.0,2.0,0
810000000,1,105.58,1397.0,34,4.0,1.0,0
445000000,0,163.34799999999996,1428.0,14,5.0,2.0,1
362000000,0,101.4,1556.0,17,4.0,2.0,0
122000000,1,58.09,170.0,2,3.0,1.0,1
386000000,1,84.915,1052.0,11,3.0,2.0,1
127000000,0,84.91,830.0,16,3.0,2.0,1
72000000,0,59.92,561.0,5,2.0,1.0,1
95500000,0,59.94,153.0,2,2.0,1.0,1
220000000,1,59.82,287.0,2,3.0,1.0,1
585000000,1,84.95,654.0,7,3.0,2.0,1
627000000,0,159.8382,2733.0,19,4.0,2.0,1
269000000,0,69.72,1578.0,9,2.0,1.0,1
360000000,0,84.83,3240.0,33,3.0,1.0,0
462000000,1,84.96,5402.0,49,3.0,2.0,0
335000000,0,102.61,1673.0,18,3.0,2.0,1
340000000,1,84.84299999999998,207.0,1,3.0,2.0,1
599000000,1,84.988,753.0,15,3.0,2.0,1
595000000,0,175.89,3410.0,29,5.0,3.0,1
104000000,0,40.13,84.0,16,2.0,1.0,1
428000000,1,59.98,210.0,3,3.0,1.0,1
223000000,1,84.83,211.0,3,3.0,2.0,1
162000000,0,84.75,220.0,3,3.0,2.0,1
770000000,1,134.99,1344.0,15,4.0,2.0,1
310000000,0,83.5,1037.0,12,3.0,2.0,1
77000000,0,58.01,2716.0,20,2.0,1.0,0
1170000000,1,99.26,1625.0,33,4.0,2.0,0
305000000,1,73.08,1400.0,13,3.0,1.0,0
767000000,1,84.96600000000002,990.0,11,3.0,2.0,1
193000000,0,59.99,663.0,11,3.0,1.0,1
78000000,0,59.88,1110.0,12,2.0,1.0,1
329000000,0,84.83,774.0,2,3.0,2.0,1
435000000,1,59.55,1415.0,14,3.0,1.0,1
290000000,0,84.97399999999998,2136.0,19,3.0,2.0,0
67000000,0,30.49,265.0,1,1.0,1.0,1
550000000,1,84.97,192.0,1,3.0,2.0,1
375000000,0,84.6389,4599.0,14,3.0,2.0,1
430000000,1,59.91,474.0,8,3.0,2.0,1
166000000,0,59.9,116.0,1,3.0,1.0,1
390000000,0,84.6389,4599.0,14,3.0,2.0,1
360000000,1,59.89,1299.0,8,2.0,1.0,0
720000000,1,84.99,4418.0,37,3.0,2.0,0
165000000,0,84.98,4515.0,30,3.0,2.0,1
200000000,1,84.92,140.0,2,3.0,2.0,1
420000000,1,59.99,1029.0,19,3.0,1.0,1
590000000,1,84.93,720.0,10,3.0,2.0,1
385000000,1,59.99,1346.0,17,3.0,1.0,1
83000000,0,45.5,800.0,9,3.0,1.0,1
550000000,0,131.05,9063.0,48,4.0,2.0,1
860000000,1,84.52,540.0,7,3.0,2.0,0
500000000,1,59.82,208.0,1,3.0,1.0,0
550000000,0,114.92,1992.0,19,4.0,2.0,1
415000000,0,129.7704,916.0,5,4.0,2.0,1
468000000,1,114.75,2366.0,28,4.0,2.0,1
1100000000,1,160.85,1480.0,5,4.0,2.0,1
420000000,0,100.945,4599.0,14,3.0,2.0,1
340000000,1,84.9,833.0,5,3.0,2.0,1
200000000,0,84.99,1110.0,12,3.0,2.0,1
1145000000,1,101.2,1285.0,34,4.0,2.0,0
215000000,1,49.94,2800.0,23,2.0,1.0,0
742000000,0,171.6769,5755.0,15,4.0,2.0,1
750000000,1,52.73,930.0,8,2.0,1.0,0
933000000,1,84.99,7876.0,65,3.0,2.0,0
393000000,0,84.9848,1024.0,10,3.0,2.0,1
487000000,1,84.93,898.0,11,3.0,2.0,1
646000000,0,119.851,3728.0,3,3.0,2.0,1
168000000,1,59.95,1602.0,15,3.0,1.0,1
720000000,1,81.84,400.0,4,3.0,2.0,1
560000000,1,84.911,255.0,4,3.0,2.0,1
470000000,1,84.79,799.0,9,3.0,2.0,1
1500000000,1,114.7,4900.0,46,4.0,2.0,0
67000000,0,45.5,800.0,9,3.0,1.0,1
285000000,1,59.9461,201.0,2,3.0,2.0,1
610000000,1,84.84,657.0,9,3.0,2.0,0
520000000,1,84.97,269.0,5,3.0,2.0,1
137000000,0,49.14,260.0,2,2.0,1.0,1
498000000,1,84.99,417.0,7,3.0,2.0,1
710000000,1,71.2,2100.0,21,3.0,1.0,0
145000000,1,59.4,117.0,1,3.0,1.0,1
197330000,0,84.9902,4697.0,49,3.0,2.0,1
310000000,1,67.93,511.0,5,2.0,1.0,0
384500000,1,84.78,233.0,4,3.0,2.0,1
510000000,1,60.0,700.0,6,2.0,1.0,0
1520000000,1,135.99,5540.0,122,4.0,2.0,0
553000000,0,98.07,9063.0,48,3.0,2.0,1
353000000,0,110.72,3410.0,29,4.0,2.0,1
437500000,1,84.75,456.0,6,3.0,2.0,1
205000000,0,84.93,1044.0,24,3.0,2.0,1
467500000,1,84.87799999999999,1054.0,11,3.0,2.0,1
247000000,1,55.77,254.0,2,3.0,1.0,1
295920000,0,101.4,941.0,11,3.0,2.0,0
194000000,0,84.846,390.0,2,3.0,2.0,1
330000000,0,131.9791,642.0,8,4.0,2.0,0
675000000,1,59.9236,4580.0,51,3.0,2.0,1
234000000,0,59.73,979.0,13,2.0,1.0,0
575000000,1,84.85,588.0,10,3.0,2.0,1
257000000,1,59.69,151.0,2,3.0,2.0,1
377000000,1,84.8681,588.0,12,3.0,2.0,1
175000000,1,41.3,1710.0,10,1.0,1.0,0
90000000,0,39.96,1050.0,16,2.0,1.0,0
65000000,0,49.32,202.0,4,2.0,1.0,1
190500000,0,59.816,2136.0,19,3.0,1.0,0
395000000,1,84.887,409.0,6,3.0,2.0,1
370000000,0,84.976,877.0,8,3.0,2.0,1
265000000,0,84.8,2919.0,20,3.0,2.0,1
202000000,0,59.82,550.0,3,3.0,1.0,1
124000000,0,84.95,191.0,1,3.0,2.0,1
350000000,0,84.958,754.0,6,3.0,2.0,1
363000000,1,59.4,551.0,4,3.0,1.0,1
302000000,1,59.99,1630.0,16,3.0,1.0,1
425000000,1,59.96,715.0,6,3.0,1.0,1
86000000,0,46.94,90.0,14,2.0,1.0,1
373000000,1,84.93,187.0,3,3.0,2.0,1
928000000,1,80.35,1842.0,26,2.0,1.0,0
78240000,0,59.57,1440.0,16,3.0,1.0,1
490000000,1,59.99,2924.0,31,3.0,2.0,1
732000000,1,84.971,2237.0,30,3.0,2.0,0
335000000,1,84.97,449.0,5,3.0,2.0,1
260000000,1,59.76,1544.0,9,3.0,1.0,1
968000000,1,76.79,5000.0,28,3.0,1.0,0
301000000,0,144.48,2381.0,14,4.0,2.0,1
259000000,1,61.52,1999.0,32,2.0,1.0,0
465000000,1,84.97,512.0,10,3.0,2.0,1
282500000,0,84.9702,1026.0,6,3.0,2.0,1
899000000,1,84.96,2080.0,22,3.0,2.0,0
278500000,1,58.71,233.0,6,2.0,1.0,1
460000000,1,83.11,159.0,2,3.0,1.0,1
290000000,1,58.01,2123.0,17,2.0,1.0,0
850000000,1,84.99,7876.0,65,3.0,2.0,0
385000000,1,59.95,546.0,9,3.0,2.0,1
111000000,1,59.854,201.0,5,3.0,2.0,1
49000000,0,49.94,1418.0,26,2.0,1.0,1
596000000,0,161.749,655.0,2,3.0,2.0,1
159000000,0,84.99,2716.0,24,3.0,2.0,1
185500000,0,59.997,1058.0,13,3.0,2.0,1
365000000,0,84.6389,4599.0,14,3.0,2.0,1
71000000,1,33.18,334.0,5,2.0,1.0,0
600000000,0,100.945,1405.0,6,3.0,2.0,1
130000000,1,38.64,1402.0,16,2.0,1.0,1
221000000,1,70.3,771.0,8,3.0,1.0,1
295000000,1,59.98,551.0,5,3.0,1.0,1
650000000,1,84.705,4494.0,56,3.0,1.0,0
113210000,0,84.34,1440.0,16,3.0,2.0,1
105000000,0,84.79,61.0,1,3.0,2.0,1
154500000,0,59.6,469.0,3,3.0,2.0,1
83000000,1,41.3,4471.0,21,2.0,1.0,0
595000000,1,84.88,4329.0,42,3.0,2.0,1
128000000,0,74.88,100.0,3,3.0,1.0,1
640000000,0,151.9156,4599.0,14,4.0,2.0,1
82500000,0,58.44,679.0,11,3.0,1.0,0
379000000,1,59.4,171.0,4,3.0,2.0,1
133000000,0,59.95,310.0,3,3.0,1.0,1
450250000,0,149.5497,5755.0,15,4.0,2.0,1
610000000,1,155.47,658.0,4,4.0,2.0,0
650000000,0,84.6389,4599.0,14,3.0,2.0,1
117000000,0,88.57,262.0,2,4.0,2.0,1
180000000,1,58.14,680.0,5,3.0,1.0,0
530000000,0,125.4155,4599.0,14,4.0,2.0,1
180000000,0,58.68,1500.0,15,2.0,1.0,0
279000000,1,83.5358,678.0,6,3.0,2.0,1
128000000,0,84.6,432.0,2,3.0,2.0,1
342500000,0,120.39,1673.0,18,4.0,2.0,1
154000000,0,69.03,101.0,5,3.0,1.0,1
520000000,1,114.51,1351.0,12,4.0,2.0,1
205000000,1,39.6,297.0,6,2.0,1.0,0
1147000000,1,84.8,7712.0,72,3.0,2.0,0
365000000,0,84.84,1161.0,11,3.0,2.0,1
470000000,1,59.99,4596.0,40,3.0,2.0,1
335000000,1,59.94,3060.0,31,3.0,1.0,1
176500000,1,41.85,198.0,6,1.0,1.0,0
588000000,1,84.46,324.0,6,3.0,2.0,1
76000000,0,40.13,84.0,16,2.0,1.0,1
528000000,1,84.99,787.0,4,3.0,2.0,1
530000000,1,113.91,1376.0,15,4.0,2.0,0
1210000000,1,141.53,180.0,3,4.0,2.0,0
1025000000,1,84.81,1920.0,18,3.0,2.0,1
320000000,0,84.2249,900.0,7,3.0,2.0,1
950000000,1,59.9236,4580.0,51,3.0,2.0,1
124640000,0,51.95,408.0,4,2.0,1.0,1
559000000,1,84.99,643.0,3,3.0,2.0,1
290000000,1,84.774,208.0,5,3.0,2.0,1
199000000,0,59.99,1849.0,16,3.0,1.0,1
518000000,1,84.88,2123.0,7,3.0,2.0,0
248000000,1,59.76,560.0,12,3.0,1.0,0
60000000,0,49.77,230.0,4,2.0,1.0,1
94500000,0,45.5,230.0,7,3.0,1.0,1
219000000,0,84.93,4700.0,18,3.0,2.0,1
525000000,1,84.97,3310.0,42,3.0,2.0,0
441500000,1,84.961,479.0,10,3.0,2.0,1
360000000,0,84.9217,1174.0,7,3.0,2.0,1
390000000,1,84.73,729.0,15,3.0,2.0,1
440000000,1,114.75,1691.0,6,4.0,2.0,0
380000000,1,84.58,329.0,6,3.0,2.0,1
430000000,1,84.995,1103.0,15,3.0,2.0,1
273000000,1,84.94,3481.0,25,3.0,2.0,1
178000000,1,59.98,4804.0,54,3.0,2.0,1
360000000,1,84.72,954.0,10,3.0,2.0,1
642000000,0,100.9628,3942.0,3,3.0,2.0,0
282500000,0,84.973,931.0,8,3.0,2.0,1
150000000,1,36.34,1980.0,11,2.0,1.0,0
250000000,1,59.91,209.0,3,3.0,1.0,1
328000000,1,51.48,646.0,19,2.0,1.0,0
417000000,1,84.83,203.0,1,3.0,2.0,1
480000000,1,84.603,160.0,2,3.0,2.0,1
195000000,1,49.89,893.0,14,3.0,1.0,0
535000000,1,84.84,709.0,8,3.0,2.0,0
278000000,0,84.9842,692.0,8,3.0,2.0,1
860000000,1,59.99,2924.0,31,3.0,2.0,1
440000000,1,84.97,115.0,2,3.0,2.0,1
375000000,1,84.75,456.0,6,3.0,2.0,1
150000000,0,84.975,808.0,9,3.0,2.0,1
78500000,0,79.195,900.0,11,3.0,1.0,1
360000000,1,49.8,551.0,7,2.0,1.0,0
226950000,0,59.1416,3400.0,30,3.0,2.0,1
130000000,1,49.77,522.0,6,3.0,1.0,0
300000000,1,59.855,2733.0,30,3.0,1.0,1
520000000,1,84.96,335.0,3,3.0,2.0,1
300000000,0,140.14,810.0,11,4.0,2.0,1
163000000,0,59.8,3776.0,35,3.0,1.0,1
1120000000,1,84.99,7876.0,65,3.0,2.0,0
815000000,1,101.87,2780.0,40,4.0,2.0,1
313000000,1,84.94,3481.0,25,3.0,2.0,1
497000000,1,84.96,245.0,2,3.0,2.0,1
438000000,1,59.73,997.0,9,3.0,1.0,0
350000000,1,84.89,1630.0,16,3.0,2.0,1
116000000,0,45.46,150.0,8,2.0,1.0,1
1140000000,1,84.99,7876.0,65,3.0,2.0,0
237500000,1,49.6,1239.0,21,2.0,1.0,0
945000000,1,87.01,883.0,9,3.0,2.0,0
280000000,1,84.96,5402.0,49,3.0,2.0,0
157000000,1,41.3,4471.0,21,2.0,1.0,0
215000000,1,59.57,2504.0,26,3.0,1.0,1
680000000,1,84.95100000000002,1185.0,16,3.0,2.0,1
373000000,1,114.95,1179.0,13,4.0,2.0,0
528000000,1,119.49,150.0,3,4.0,2.0,1
748000000,1,84.98,1162.0,10,3.0,2.0,0
198000000,1,41.85,198.0,6,1.0,1.0,0
410000000,1,84.89,165.0,3,3.0,2.0,1
60000000,0,41.85,551.0,14,2.0,1.0,1
442000000,1,53.88,1285.0,34,2.0,1.0,0
765000000,1,84.98,4596.0,40,3.0,2.0,1
247500000,1,59.98,4804.0,54,3.0,2.0,1
631000000,1,84.85799999999998,1108.0,17,3.0,2.0,1
