transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,heat_type,heat_fuel,front_door_structure,supply_area,total_household_count_of_area_type,room_count,bathroom_count
510000000,1,84.92,2,286.0,421,3,individual,gas,stairway,103.5,331,3.0,2.0
342000000,1,45.55,13,583.0,536,2,central,gas,corridor,66.91,163,1.0,1.0
339500000,1,59.28,13,2123.0,2136,17,district,cogeneration,corridor,76.68,90,2.0,1.0
92500000,0,59.99,3,481.0,799,6,district,cogeneration,stairway,79.59,494,3.0,1.0
76000000,0,39.43,2,536.0,1366,14,individual,gas,corridor,54.15,267,1.0,1.0
495000000,1,84.96,23,1344.0,1012,15,individual,gas,stairway,109.87,262,3.0,2.0
315000000,1,76.51,11,840.0,840,5,central,gas,stairway,94.25,45,3.0,1.0
689000000,1,87.98,14,1382.0,845,13,district,cogeneration,stairway,119.48,86,3.0,2.0
157000000,0,59.91,16,1050.0,1721,16,district,cogeneration,stairway,80.3,480,3.0,1.0
189000000,0,59.9616,15,454.0,430,7,individual,gas,stairway,78.0,120,3.0,2.0
324000000,1,84.15,7,630.0,630,8,individual,gas,stairway,105.79,510,3.0,2.0
250000000,1,49.94,7,2800.0,2830,23,district,cogeneration,corridor,70.52,870,2.0,1.0
407000000,1,114.84,15,387.0,372,7,individual,gas,stairway,141.74,74,4.0,2.0
600000000,1,84.95700000000001,14,342.0,299,3,individual,gas,stairway,126.74,30,3.0,2.0
185000000,0,59.34,10,946.0,648,1,individual,gas,stairway,80.92,273,3.0,1.0
330000000,1,59.511,2,432.0,423,7,individual,gas,stairway,79.35,147,3.0,1.0
325000000,1,84.83,10,648.0,791,7,individual,gas,stairway,108.16,198,3.0,2.0
1240000000,1,76.5,11,3930.0,3930,30,district,cogeneration,corridor,112.39,1170,3.0,1.0
468000000,1,59.89,12,1299.0,1080,8,central,gas,stairway,77.13,90,2.0,1.0
350000000,1,84.88,4,751.0,696,11,district,cogeneration,stairway,111.03,88,3.0,2.0
460000000,1,59.92,20,551.0,657,7,district,cogeneration,stairway,83.98,251,3.0,2.0
550000000,1,84.57,3,,130,8,individual,gas,stairway,106.54,65,4.0,2.0
310000000,1,84.94,12,3481.0,2678,25,individual,gas,stairway,102.02,164,3.0,2.0
250000000,1,42.98,3,518.0,518,13,individual,gas,stairway,54.71,458,2.0,1.0
169000000,0,82.61,1,,150,1,individual,gas,corridor,101.96,120,3.0,1.0
360000000,1,50.54,7,2968.0,3710,33,central,gas,corridor,71.83,1120,3.0,1.0
142000000,1,76.92,8,,1635,9,individual,gas,stairway,93.56,270,3.0,1.0
175000000,0,84.99799999999999,1,869.0,671,12,individual,gas,stairway,109.69,352,3.0,2.0
380000000,1,59.22,13,2455.0,3930,32,district,cogeneration,corridor,78.87,1260,3.0,1.0
349000000,1,59.58,9,607.0,417,3,individual,gas,corridor,79.75,228,2.0,1.0
558000000,1,59.93,3,554.0,391,8,district,cogeneration,corridor,81.95,75,3.0,1.0
760000000,0,127.48899999999999,17,1405.0,998,6,individual,gas,stairway,170.24,288,4.0,2.0
334500000,1,59.9,4,684.0,580,13,individual,gas,stairway,79.71,107,3.0,2.0
81000000,0,41.3,15,1578.0,2544,18,individual,gas,corridor,58.74,718,2.0,1.0
220000000,1,59.96,2,222.0,211,1,individual,gas,corridor,80.88,49,3.0,1.0
540000000,1,84.46,2,324.0,245,6,individual,gas,stairway,102.48,153,3.0,2.0
1700000000,1,144.2,2,1120.0,1288,15,district,cogeneration,stairway,156.13,168,5.0,2.0
219000000,0,84.93,14,1187.0,1084,11,individual,-,stairway,106.77,438,3.0,1.0
223500000,1,84.57,5,118.0,591,5,individual,gas,corridor,114.75,134,3.0,1.0
90000000,0,59.4,10,390.0,366,2,individual,gas,corridor,80.77,189,3.0,1.0
385000000,1,79.71,17,244.0,245,1,individual,gas,stairway,107.77,141,3.0,2.0
163000000,1,35.45,15,600.0,600,4,individual,gas,corridor,47.03,178,2.0,1.0
560000000,0,163.34799999999998,7,1428.0,714,14,individual,gas,stairway,187.45,116,5.0,2.0
400000000,0,131.07,9,2252.0,1895,17,individual,gas,stairway,157.42,338,4.0,2.0
840000000,1,118.12,3,,1790,24,district,cogeneration,corridor,118.12,360,4.0,1.0
209500000,0,84.9471,1,327.0,315,5,individual,gas,stairway,113.14,217,3.0,2.0
970000000,1,84.99,6,7876.0,5563,65,district,cogeneration,stairway,110.3,350,3.0,2.0
179500000,1,59.445,12,2300.0,1981,18,district,cogeneration,corridor,80.71,223,2.0,1.0
257500000,1,48.96,12,502.0,845,8,district,cogeneration,corridor,66.66,236,2.0,1.0
1650000000,1,156.99,10,,1790,24,district,cogeneration,corridor,156.99,336,4.0,2.0
263000000,1,50.45,2,802.0,860,8,individual,gas,corridor,72.41,81,2.0,1.0
74500000,0,44.87,19,789.0,825,8,individual,gas,corridor,65.87,465,3.0,1.0
375000000,1,84.25,3,350.0,292,6,individual,gas,stairway,106.24,239,3.0,2.0
410000000,1,115.62,8,383.0,304,4,individual,gas,stairway,139.9,48,4.0,2.0
280000000,1,50.67,12,680.0,2256,20,district,cogeneration,corridor,69.59,938,2.0,1.0
1400000000,1,84.89,9,136.0,150,1,district,-,stairway,113.08,150,3.0,2.0
270000000,1,58.76,12,349.0,277,3,district,cogeneration,corridor,84.1,26,2.0,1.0
280000000,1,46.75,6,1710.0,855,6,central,gas,corridor,59.13,210,2.0,1.0
1500000000,1,166.1,3,104.0,104,1,district,cogeneration,corridor,180.5,48,5.0,2.0
556000000,0,84.6389,37,1405.0,998,6,individual,gas,stairway,115.1,336,3.0,2.0
290000000,1,59.98,2,,156,1,individual,gas,stairway,73.13,17,3.0,1.0
239000000,0,89.681,14,190.0,181,1,individual,gas,stairway,115.95,24,3.0,2.0
900000000,1,84.92,18,1453.0,1148,14,individual,gas,stairway,109.93,305,3.0,2.0
350000000,0,84.9,6,512.0,512,7,district,cogeneration,stairway,105.51,102,3.0,2.0
565000000,0,243.35,6,4515.0,2637,30,individual,gas,stairway,306.49,94,5.0,3.0
1450000000,1,142.51,2,1444.0,1848,36,district,cogeneration,stairway,177.78,96,5.0,2.0
177500000,0,65.88,2,,120,4,individual,gas,stairway,81.41,40,2.0,1.0
130000000,0,41.3,3,1578.0,2544,18,individual,gas,corridor,58.74,718,2.0,1.0
180000000,1,84.98,1,1448.0,1047,9,district,cogeneration,stairway,102.96,60,3.0,2.0
850000000,1,59.97,4,1274.0,1082,12,individual,gas,stairway,82.07,16,3.0,2.0
265000000,0,121.65,17,1789.0,1669,10,central,gas,stairway,146.85,250,4.0,2.0
294000000,0,126.63799999999999,11,1578.0,922,9,individual,gas,stairway,150.81,200,4.0,2.0
194000000,0,70.56,2,900.0,936,3,individual,gas,corridor,76.66,287,3.0,1.0
96500000,0,49.82,14,1440.0,1780,16,individual,gas,corridor,67.69,320,2.0,1.0
205010000,0,109.6398,8,1362.0,763,15,district,gas,stairway,131.85,84,4.0,2.0
170000000,1,53.16,1,4753.0,3169,30,individual,gas,corridor,73.43,605,2.0,1.0
653500000,1,84.97,18,3310.0,2517,42,district,cogeneration,stairway,107.49,55,3.0,2.0
359000000,1,41.3,5,,726,6,central,gas,corridor,59.53,96,2.0,1.0
377000000,0,118.7961,24,519.0,299,4,individual,gas,stairway,149.92,150,4.0,2.0
455000000,1,119.49,7,2124.0,1634,12,central,gas,stairway,132.75,330,4.0,2.0
330000000,1,59.97,2,302.0,636,9,individual,gas,corridor,81.55,323,2.0,1.0
322000000,0,118.7961,4,519.0,299,4,individual,gas,stairway,149.92,150,4.0,2.0
675000000,0,95.17,8,3240.0,3060,33,central,gas,corridor,116.88,108,4.0,1.0
2270000000,1,84.943,29,6075.0,3410,44,district,cogeneration,stairway,116.87,682,3.0,2.0
76000000,0,31.8492,7,178.0,379,1,individual,gas,corridor,43.63,285,1.0,1.0
600000000,1,84.77600000000001,1,672.0,707,12,individual,gas,stairway,105.78,30,3.0,2.0
274000000,0,119.25,4,619.0,362,3,individual,gas,stairway,144.25,96,4.0,2.0
360000000,1,82.3019,5,617.0,597,5,individual,gas,stairway,110.4,405,3.0,2.0
190000000,1,49.77,2,459.0,602,7,central,gas,corridor,70.41,345,2.0,1.0
180000000,1,59.96,13,782.0,739,9,individual,gas,corridor,85.11,203,3.0,1.0
200000000,1,35.46,2,900.0,1316,10,district,cogeneration,corridor,52.79,224,1.0,1.0
1815000000,1,164.97,59,3695.0,1297,4,district,cogeneration,stairway,220.95,320,4.0,2.0
465000000,1,60.96,4,,1790,24,district,cogeneration,corridor,60.96,216,2.0,1.0
640000000,1,59.95,12,421.0,317,4,district,cogeneration,corridor,91.43,101,3.0,1.0
588000000,1,84.99,14,450.0,266,3,individual,gas,corridor,109.09,28,3.0,2.0
365000000,0,100.9973,8,2595.0,1564,14,individual,gas,stairway,131.16,230,3.0,2.0
597000000,0,166.65,33,927.0,255,2,individual,gas,stairway,196.77,42,4.0,2.0
230000000,1,49.94,2,550.0,1430,14,central,gas,corridor,72.73,210,2.0,1.0
529500000,1,83.58,13,217.0,435,4,district,cogeneration,stairway,100.02,180,3.0,1.0
370000000,1,59.94,10,477.0,417,3,individual,gas,stairway,78.7,168,3.0,1.0
85000000,0,41.3,4,326.0,1080,7,individual,gas,corridor,57.15,360,2.0,1.0
530000000,1,84.51,1,210.0,174,4,individual,gas,stairway,104.23,106,3.0,2.0
350000000,0,114.9,8,1497.0,1280,11,individual,gas,stairway,146.04,272,4.0,2.0
425000000,1,82.39,9,565.0,565,4,individual,gas,stairway,102.19,104,3.0,2.0
270000000,0,84.98,23,1430.0,1500,10,individual,gas,stairway,104.56,616,3.0,2.0
375000000,1,84.98,16,467.0,433,7,individual,gas,stairway,107.08,25,3.0,2.0
365000000,1,114.84,7,1641.0,2336,16,district,cogeneration,stairway,142.08,827,4.0,2.0
430000000,1,84.79,4,567.0,690,5,district,cogeneration,stairway,104.45,120,3.0,2.0
480000000,1,84.99,8,463.0,417,7,individual,gas,stairway,110.26,366,3.0,2.0
249000000,1,49.72,9,315.0,696,6,district,cogeneration,corridor,70.89,696,3.0,1.0
580000000,1,109.5,6,469.0,600,6,district,cogeneration,stairway,127.79,90,4.0,2.0
173000000,0,84.51,3,,153,1,individual,gas,stairway,101.51,26,3.0,2.0
870000000,1,84.885,4,1209.0,919,14,district,cogeneration,stairway,106.64,250,3.0,2.0
559000000,0,127.48899999999999,16,1405.0,998,6,individual,gas,stairway,170.24,288,4.0,2.0
450000000,1,59.67,1,581.0,581,6,individual,gas,stairway,73.68,171,2.0,1.0
284000000,1,59.9,2,937.0,786,13,central,gas,,84.32,298,3.0,1.0
380000000,1,72.34,6,835.0,464,7,individual,gas,stairway,89.65,1,3.0,1.0
103000000,0,59.9425,20,998.0,950,7,individual,gas,stairway,78.57,700,3.0,1.0
172000000,0,84.93,6,702.0,848,11,individual,gas,stairway,102.91,160,3.0,2.0
740000000,1,187.12,1,633.0,557,7,district,cogeneration,stairway,223.83,75,5.0,2.0
540000000,1,132.96,11,4932.0,4509,31,central,gas,stairway,164.28,1008,4.0,2.0
103000000,0,76.33,3,1098.0,1110,8,individual,gas,stairway,91.88,60,3.0,1.0
490000000,0,84.96,5,1992.0,1680,19,individual,gas,stairway,108.19,920,3.0,2.0
353000000,1,46.75,15,1710.0,855,6,central,gas,corridor,59.13,210,2.0,1.0
226000000,1,59.93,3,183.0,174,1,district,cogeneration,stairway,91.42,76,3.0,1.0
296500000,1,84.44,5,517.0,514,6,individual,gas,stairway,113.14,94,3.0,2.0
180000000,0,84.93,8,1044.0,2132,24,individual,gas,stairway,102.91,1128,3.0,2.0
900000000,1,84.48,10,650.0,645,5,district,cogeneration,corridor,114.88,150,3.0,2.0
560000000,1,84.99,8,492.0,433,6,individual,gas,stairway,109.13,80,3.0,2.0
330000000,1,84.95,10,239.0,202,4,individual,gas,stairway,106.52,105,3.0,2.0
80000000,0,41.3,3,326.0,1080,7,individual,gas,corridor,60.33,90,2.0,1.0
635000000,1,126.28,8,2488.0,1244,28,district,cogeneration,stairway,151.72,672,4.0,2.0
634800000,0,174.107,3,5755.0,3000,15,individual,gas,stairway,231.27,389,4.0,2.0
214000000,1,59.95,7,139.0,154,1,individual,gas,corridor,80.8,75,3.0,1.0
340000000,1,79.25,7,994.0,3315,21,district,cogeneration,corridor,107.99,840,3.0,1.0
465000000,0,63.0,5,1100.0,1076,11,individual,gas,stairway,90.2,272,4.0,2.0
550000000,1,84.9,4,819.0,772,2,individual,gas,stairway,112.4,58,3.0,1.0
1600000000,1,109.49,9,576.0,888,12,district,cogeneration,corridor,115.7,288,3.0,1.0
647000000,1,115.65,3,1353.0,960,17,central,gas,stairway,137.88,888,4.0,2.0
715000000,1,86.61,8,900.0,893,6,district,cogeneration,corridor,95.68,273,3.0,1.0
1295000000,1,106.71,9,136.0,227,2,central,gas,corridor,115.17,143,3.0,1.0
275000000,1,59.22,4,711.0,634,6,central,gas,corridor,84.14,232,2.0,1.0
940000000,1,84.991,13,852.0,840,12,district,cogeneration,stairway,106.62,308,3.0,2.0
80500000,0,59.93,4,,180,3,individual,-,stairway,71.5,144,2.0,1.0
435000000,1,84.62,5,720.0,468,7,district,cogeneration,stairway,105.29,127,3.0,2.0
344000000,0,121.1904,22,1024.0,591,6,individual,gas,stairway,147.46,192,4.0,2.0
395000000,1,84.98,11,134.0,134,1,individual,gas,stairway,101.15,134,3.0,2.0
405000000,1,80.54,7,685.0,540,9,individual,gas,stairway,109.29,302,3.0,2.0
170000000,1,66.33,10,494.0,824,8,individual,gas,corridor,91.01,419,3.0,1.0
371000000,1,84.76,12,4804.0,3830,54,individual,gas,stairway,109.28,760,3.0,2.0
288000000,1,84.97,1,330.0,660,5,district,cogeneration,stairway,100.62,360,3.0,2.0
373000000,0,124.2312,12,1858.0,1828,17,individual,gas,stairway,146.15,146,4.0,2.0
118000000,0,59.95,18,1573.0,1733,13,individual,gas,stairway,77.67,680,3.0,1.0
190000000,1,41.3,7,2123.0,2136,17,district,cogeneration,corridor,58.59,540,2.0,1.0
240000000,1,50.14,11,2455.0,3930,32,district,cogeneration,corridor,68.59,1120,2.0,1.0
185000000,0,84.99,10,280.0,438,4,individual,gas,stairway,112.4,253,3.0,2.0
425000000,1,84.95,4,600.0,581,8,individual,gas,stairway,108.6,116,3.0,2.0
340000000,1,39.6,9,297.0,1005,6,district,cogeneration,corridor,57.46,405,2.0,1.0
490000000,1,84.87,14,3384.0,3404,35,individual,gas,stairway,104.58,1034,3.0,2.0
630000000,0,84.6389,18,4599.0,2752,14,individual,gas,stairway,113.65,772,3.0,2.0
420000000,1,84.97,4,2300.0,1981,18,district,cogeneration,stairway,108.85,816,3.0,2.0
390000000,1,84.536,7,208.0,180,5,individual,gas,stairway,107.67,58,3.0,2.0
375000000,1,84.84,6,277.0,256,3,individual,gas,stairway,109.23,47,3.0,2.0
293000000,1,84.08,19,183.0,188,2,individual,gas,stairway,108.79,112,3.0,2.0
860000000,1,114.98,2,687.0,616,10,individual,gas,stairway,136.41,112,4.0,2.0
235910000,0,84.99,23,1066.0,690,4,individual,gas,stairway,107.13,85,3.0,2.0
1040000000,1,128.81,15,4418.0,2603,37,district,cogeneration,stairway,161.26,73,4.0,2.0
399500000,1,59.88,17,348.0,278,3,individual,gas,corridor,84.42,72,3.0,1.0
385000000,0,84.98,10,,804,9,individual,gas,stairway,108.01,380,3.0,2.0
350000000,1,59.57,4,,119,1,individual,gas,stairway,81.55,54,3.0,1.0
320000000,1,59.99,2,1426.0,1332,20,individual,gas,stairway,79.34,133,3.0,2.0
539000000,1,84.96,5,704.0,574,9,individual,gas,stairway,109.0,221,3.0,2.0
360000000,0,84.93,19,843.0,788,13,district,cogeneration,stairway,107.81,160,3.0,2.0
445000000,1,84.98,8,466.0,1018,16,individual,gas,stairway,112.43,6,3.0,2.0
384000000,1,59.97,12,131.0,127,1,individual,gas,stairway,86.46,32,3.0,1.0
550000000,1,134.65,4,983.0,680,13,district,cogeneration,stairway,157.36,120,4.0,2.0
798000000,1,84.98200000000001,4,836.0,680,15,individual,gas,stairway,111.46,223,3.0,2.0
59000000,0,46.32,8,,1110,10,individual,gas,stairway,64.9,1110,3.0,1.0
745000000,1,84.06,6,937.0,495,3,individual,gas,stairway,120.01,78,3.0,2.0
660000000,1,84.988,23,2185.0,1622,22,individual,gas,stairway,112.07,462,3.0,2.0
230000000,1,59.4,7,459.0,602,7,central,gas,stairway,84.04,177,3.0,1.0
375000000,1,59.94,12,267.0,252,4,individual,gas,corridor,78.96,35,3.0,1.0
156000000,1,59.34,12,3146.0,2810,25,individual,gas,corridor,76.73,770,3.0,1.0
427000000,1,59.91,11,105.0,111,1,individual,gas,corridor,83.17,47,3.0,1.0
330000000,0,84.34,4,1440.0,1780,16,individual,gas,stairway,114.6,510,3.0,2.0
485000000,0,83.012,29,3728.0,1631,3,individual,gas,stairway,127.13,2,2.0,2.0
595000000,1,135.0,6,1352.0,1352,15,district,cogeneration,stairway,157.42,280,4.0,2.0
380000000,1,84.87,2,221.0,293,2,individual,gas,stairway,108.05,22,3.0,2.0
274000000,0,134.99,6,774.0,763,6,individual,gas,stairway,166.69,48,4.0,2.0
175000000,1,41.3,10,,726,6,central,gas,corridor,59.53,96,2.0,1.0
707000000,1,59.885,7,380.0,372,6,individual,gas,corridor,83.25,178,3.0,1.0
320000000,1,68.86,14,2000.0,2654,27,district,cogeneration,corridor,96.8,156,3.0,1.0
447000000,0,144.48,13,1578.0,922,9,individual,gas,stairway,178.06,100,4.0,2.0
980000000,0,157.513,47,3728.0,1631,3,individual,gas,stairway,228.19,46,4.0,2.0
737000000,1,59.96,26,7712.0,5678,72,district,cogeneration,stairway,84.75,1150,3.0,2.0
530000000,1,55.4561,3,729.0,734,7,individual,gas,stairway,74.93,415,3.0,2.0
485000000,1,84.77,5,677.0,926,6,district,cogeneration,stairway,107.82,268,3.0,2.0
247500000,0,112.4493,13,950.0,560,7,individual,gas,stairway,144.03,40,3.0,2.0
407000000,0,84.95,9,9063.0,5239,48,individual,gas,stairway,111.8,272,3.0,2.0
435000000,0,144.48,19,4515.0,2637,30,individual,gas,stairway,178.11,490,4.0,2.0
293000000,0,84.7894,21,355.0,253,2,individual,gas,stairway,107.65,94,3.0,2.0
518000000,1,85.0,6,735.0,915,8,district,gas,stairway,108.14,405,3.0,2.0
440000000,0,149.5497,39,5755.0,3000,15,individual,gas,stairway,197.4,396,4.0,2.0
339000000,1,84.705,17,1665.0,2017,22,individual,gas,stairway,105.19,805,3.0,2.0
730000000,1,120.95,2,4890.0,3293,51,district,cogeneration,stairway,158.37,338,4.0,2.0
415000000,0,103.52799999999999,6,4515.0,2637,30,individual,gas,stairway,131.85,398,3.0,2.0
615000000,1,59.88,2,1259.0,960,14,district,cogeneration,corridor,85.68,249,3.0,1.0
458000000,1,84.93,18,793.0,951,11,individual,gas,stairway,108.55,276,3.0,2.0
1169660000,0,215.64,54,1850.0,629,3,individual,gas,,285.23,36,4.0,3.0
144000000,0,49.73,1,481.0,799,6,district,cogeneration,corridor,71.13,215,2.0,1.0
605000000,1,84.91,13,1152.0,1152,12,individual,gas,stairway,103.71,570,3.0,2.0
470000000,1,148.77,13,215.0,110,2,individual,gas,stairway,187.56,13,5.0,2.0
83000000,0,59.58,22,200.0,199,1,individual,gas,stairway,76.11,88,3.0,1.0
116000000,0,84.93,10,371.0,479,2,individual,gas,stairway,106.1,167,3.0,2.0
534000000,1,114.99,7,3060.0,2412,31,individual,gas,stairway,146.14,685,4.0,2.0
48000000,0,49.965,2,260.0,999,9,individual,gas,corridor,69.76,885,3.0,1.0
1299000000,1,140.83,11,692.0,577,5,district,gas,stairway,152.29,26,4.0,1.0
2780000000,1,243.93400000000003,45,1999.0,1461,3,district,cogeneration,stairway,310.7,4,5.0,3.0
271000000,0,84.97,22,1357.0,1166,12,individual,gas,stairway,109.12,579,3.0,2.0
499000000,1,59.948,6,990.0,930,11,individual,gas,stairway,79.99,58,3.0,2.0
918260000,0,168.5,3,3728.0,1631,3,individual,gas,stairway,249.44,1,3.0,3.0
360000000,1,84.72,10,277.0,256,3,individual,gas,stairway,103.57,94,3.0,2.0
85000000,0,59.8,4,3776.0,3382,35,individual,gas,stairway,78.1,200,3.0,1.0
175000000,1,50.18,1,1225.0,910,7,central,gas,corridor,67.76,630,2.0,1.0
328000000,0,84.9171,23,1875.0,1156,10,individual,gas,stairway,110.81,307,3.0,2.0
72000000,0,37.72,13,238.0,130,1,individual,gas,corridor,44.12,26,2.0,1.0
350000000,1,84.39,4,1048.0,1213,13,individual,gas,corridor,107.62,18,3.0,1.0
410000000,1,84.84299999999999,17,2733.0,2197,30,individual,gas,stairway,109.94,628,3.0,2.0
85000000,0,46.27,1,1340.0,1340,10,individual,gas,stairway,65.78,1340,3.0,1.0
303000000,0,84.815,23,464.0,290,2,individual,gas,,102.96,27,3.0,2.0
326300000,0,118.021,5,961.0,623,4,individual,gas,stairway,151.94,108,4.0,2.0
145000000,0,59.34,17,946.0,648,1,individual,gas,stairway,80.92,273,3.0,1.0
509000000,1,84.76700000000001,2,308.0,269,5,individual,gas,stairway,105.86,225,3.0,2.0
245000000,0,84.9748,12,4697.0,3462,49,individual,gas,stairway,109.15,543,3.0,2.0
584000000,0,126.9004,26,4599.0,2752,14,individual,gas,stairway,166.87,384,4.0,2.0
425000000,1,49.94,13,4471.0,2634,21,district,cogeneration,stairway,71.02,480,2.0,1.0
300000000,1,59.4,5,1322.0,1155,10,individual,gas,corridor,86.34,532,3.0,1.0
690000000,1,59.99,21,193.0,146,2,individual,gas,,82.48,21,3.0,1.0
780000000,1,59.99,6,4418.0,2603,37,district,cogeneration,stairway,82.13,530,3.0,2.0
78000000,0,59.94,2,280.0,379,2,individual,gas,stairway,78.74,241,3.0,1.0
159000000,0,84.8404,20,775.0,846,8,individual,gas,stairway,103.41,163,3.0,2.0
348000000,0,126.63799999999999,25,,1258,15,individual,gas,stairway,152.17,382,4.0,2.0
830000000,1,86.12,8,,554,6,district,cogeneration,corridor,112.4,120,4.0,1.0
215000000,0,84.9748,6,4697.0,3462,49,individual,gas,stairway,109.15,0,3.0,2.0
643000000,1,108.08,9,1299.0,1080,8,central,gas,stairway,128.16,90,4.0,2.0
120000000,1,36.66,16,340.0,461,1,individual,gas,corridor,48.96,154,1.0,1.0
599500000,1,120.36,1,209.0,140,3,individual,gas,stairway,151.28,16,4.0,2.0
970000000,1,84.79,3,9766.0,6864,66,district,cogeneration,stairway,108.82,216,3.0,2.0
410000000,1,84.96,7,2772.0,3322,32,individual,gas,stairway,105.09,114,3.0,2.0
1260000000,1,97.35,14,1259.0,960,14,district,cogeneration,stairway,124.57,390,4.0,2.0
415000000,1,84.97,15,3940.0,3003,25,individual,gas,mixed,109.57,280,3.0,2.0
148000000,1,70.62,7,4753.0,3169,30,individual,gas,corridor,97.67,780,2.0,1.0
150000000,1,59.67,16,1875.0,2075,21,individual,gas,corridor,74.38,296,3.0,2.0
473000000,0,124.47,8,554.0,252,13,district,cogeneration,stairway,152.13,40,4.0,2.0
545000000,1,59.96,7,715.0,956,6,individual,gas,corridor,82.4,956,3.0,1.0
378000000,1,59.89,12,1710.0,855,6,central,gas,corridor,76.51,165,2.0,1.0
418000000,1,84.76,24,1357.0,1070,12,individual,gas,stairway,108.07,395,3.0,2.0
113000000,0,48.598,14,423.0,476,2,individual,gas,corridor,72.0,114,2.0,1.0
314000000,0,84.84200000000001,2,1323.0,1190,11,individual,gas,stairway,108.88,329,3.0,2.0
73000000,0,42.63,2,1573.0,1733,13,individual,gas,stairway,58.31,225,2.0,1.0
375000000,0,126.63799999999999,2,,1258,15,individual,gas,stairway,152.17,382,4.0,2.0
390000000,0,115.1516,6,276.0,203,3,district,cogeneration,stairway,145.64,38,4.0,2.0
330000000,1,59.53,10,1104.0,1174,11,central,gas,stairway,81.16,478,3.0,1.0
228000000,0,78.11,19,2169.0,2181,15,central,gas,corridor,97.99,250,3.0,1.0
310000000,0,59.9898,7,265.0,168,3,district,cogeneration,stairway,82.18,72,2.0,1.0
898000000,1,84.99,23,7876.0,5563,65,district,cogeneration,stairway,110.3,350,3.0,2.0
290000000,1,59.76,3,2300.0,1981,18,district,cogeneration,corridor,81.14,386,3.0,1.0
127000000,0,59.941,4,884.0,882,11,individual,gas,stairway,77.25,167,3.0,2.0
290000000,0,84.9963,10,333.0,320,5,district,cogeneration,stairway,109.17,320,3.0,2.0
289000000,1,59.58,8,298.0,359,4,individual,gas,stairway,75.23,109,3.0,1.0
479000000,1,84.99,4,244.0,215,3,individual,gas,stairway,106.19,112,3.0,2.0
82000000,0,59.89,3,259.0,207,1,individual,gas,stairway,74.17,92,3.0,1.0
348000000,1,59.83,25,5402.0,5387,49,central,gas,mixed,82.91,324,3.0,1.0
331710000,0,113.1474,3,505.0,299,5,individual,gas,stairway,146.45,108,4.0,2.0
101000000,0,59.8,21,3776.0,3382,35,individual,gas,stairway,78.1,200,3.0,1.0
116000000,0,84.97,8,434.0,444,4,individual,gas,stairway,102.53,180,3.0,2.0
477000000,1,84.73,1,917.0,782,15,individual,gas,stairway,105.2,419,3.0,2.0
550000000,1,84.88,10,2123.0,1696,7,central,gas,stairway,109.8,786,3.0,2.0
800000000,1,101.74,25,1990.0,1252,13,central,,stairway,126.83,108,4.0,2.0
259000000,0,84.965,5,3958.0,2947,29,individual,gas,stairway,105.89,1464,3.0,2.0
185000000,0,120.69,2,406.0,356,4,district,cogeneration,stairway,144.52,128,4.0,2.0
623000000,1,84.98,12,2657.0,2652,32,individual,gas,stairway,109.21,358,3.0,2.0
997000000,1,59.89,24,3893.0,2444,28,district,cogeneration,stairway,87.86,31,3.0,2.0
330000000,1,59.86,10,693.0,558,8,individual,gas,stairway,84.8,82,3.0,2.0
976000000,1,145.65,8,204.0,104,2,individual,gas,stairway,177.06,30,4.0,1.0
545000000,1,114.97,18,2251.0,2904,21,individual,gas,stairway,149.84,61,4.0,2.0
117000000,0,59.8869,6,658.0,600,6,individual,gas,stairway,79.38,200,3.0,2.0
65800000,0,37.62,15,104.0,400,3,individual,gas,corridor,52.32,225,2.0,1.0
325000000,0,113.9881,13,454.0,430,7,individual,gas,stairway,138.91,60,4.0,2.0
201000000,1,58.46,1,,471,3,district,cogeneration,corridor,81.41,120,2.0,1.0
485000000,1,84.46,8,1530.0,765,9,central,gas,corridor,109.38,228,3.0,1.0
680000000,0,100.945,34,1405.0,998,6,individual,gas,stairway,135.52,282,3.0,2.0
350000000,1,120.18,1,188.0,133,1,individual,gas,stairway,144.47,38,4.0,2.0
88500000,0,60.76,5,,250,2,individual,gas,corridor,72.84,30,2.0,1.0
241000000,0,76.72,2,865.0,981,9,individual,gas,stairway,104.97,453,3.0,2.0
590000000,1,117.16,6,993.0,689,11,individual,gas,stairway,141.15,271,4.0,2.0
275000000,1,58.72,1,212.0,214,2,individual,gas,corridor,79.12,100,3.0,1.0
350000000,1,84.99,10,2251.0,2904,21,individual,gas,stairway,110.76,816,3.0,2.0
285000000,1,76.92,4,,1635,9,individual,gas,stairway,93.56,270,3.0,1.0
180000000,0,84.975,2,,224,3,individual,gas,stairway,102.99,52,3.0,2.0
125000000,0,84.36,15,500.0,423,4,individual,gas,stairway,107.85,248,3.0,2.0
525000000,0,151.9156,6,4599.0,2752,14,individual,gas,stairway,197.66,480,4.0,2.0
365000000,1,74.229,8,539.0,454,8,individual,gas,stairway,94.41,38,3.0,2.0
800000000,0,128.16,20,867.0,415,4,district,cogeneration,stairway,157.82,99,4.0,2.0
420000000,1,59.89,5,167.0,168,1,individual,gas,corridor,84.24,74,3.0,1.0
1800000000,1,160.33,5,572.0,203,4,individual,gas,stairway,194.26,23,3.0,2.0
