transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,supply_area,total_household_count_of_area_type,room_count,bathroom_count,heat_fuel_cogeneration,heat_fuel_gas,heat_type_central,heat_type_district,heat_type_individual,front_door_structure_corridor,front_door_structure_mixed,front_door_structure_stairway
368000000,1,47.94,10,783.0,1368,15,65.01,0,2.0,1.0,1,0,0,1,0,1,0,0
167000000,1,59.38,14,1239.0,1676,21,83.04,0,3.0,1.0,1,0,0,1,0,0,1,0
240000000,0,139.9,18,3776.0,3382,35,168.06,200,4.0,2.0,0,1,0,0,1,0,0,1
313000000,1,59.93,9,337.0,384,8,83.64,218,2.0,1.0,0,1,0,0,1,0,0,1
578000000,1,84.98,6,462.0,514,8,102.48,228,3.0,1.0,1,0,0,1,0,0,0,1
800000000,1,84.9572,16,567.0,499,9,107.39,84,3.0,2.0,0,1,0,0,1,0,0,1
78610000,0,59.4,5,1440.0,1780,16,80.71,857,3.0,1.0,0,1,0,0,1,0,0,1
600000000,0,99.51,12,3030.0,2100,12,134.58,192,3.0,2.0,0,1,0,0,1,0,0,1
217000000,0,59.9926,17,1265.0,1090,10,83.74,250,3.0,2.0,0,1,0,0,1,0,0,1
475000000,1,84.99,2,329.0,348,4,109.79,144,3.0,2.0,0,1,0,0,1,0,0,1
315000000,1,84.93,3,205.0,182,2,105.52,108,3.0,2.0,0,1,0,0,1,0,0,1
1200000000,1,110.2,3,216.0,177,1,136.11,12,4.0,2.0,0,1,0,0,1,0,0,1
397500000,1,55.02,2,1879.0,3100,34,75.22,720,2.0,1.0,1,0,0,1,0,1,0,0
500000000,1,59.76,16,389.0,348,4,76.47,40,3.0,1.0,0,1,0,0,1,1,0,0
320000000,1,84.77,2,305.0,610,6,105.19,268,3.0,2.0,0,1,0,0,1,0,0,1
65000000,0,40.13,1,84.0,700,16,45.92,699,2.0,1.0,0,1,0,0,1,0,0,1
209000000,1,58.01,12,823.0,2646,28,80.26,1300,2.0,1.0,1,0,0,1,0,1,0,0
86000000,1,39.78,2,1800.0,3481,25,56.12,479,2.0,1.0,1,0,0,1,0,1,0,0
430000000,1,51.48,8,360.0,360,5,72.33,170,2.0,1.0,0,1,0,0,1,1,0,0
395000000,1,59.98,19,1344.0,1012,15,79.59,106,3.0,2.0,0,1,0,0,1,0,0,1
110700000,0,73.08,7,516.0,1118,14,88.94,286,3.0,1.0,0,1,0,0,1,0,0,1
250000000,1,50.14,12,2455.0,3930,32,68.59,1120,2.0,1.0,1,0,0,1,0,1,0,0
182000000,1,59.85,5,243.0,226,1,86.95,113,3.0,1.0,0,1,0,0,1,1,0,0
598000000,1,84.67,1,255.0,159,3,107.2,43,3.0,2.0,0,1,0,0,1,0,0,1
320000000,1,58.65,4,486.0,763,11,80.58,114,3.0,1.0,1,0,0,1,0,1,0,0
1690000000,1,84.98,3,601.0,330,4,118.76,15,3.0,2.0,1,0,0,1,0,0,0,1
151500000,0,84.92,6,175.0,274,1,116.71,100,3.0,2.0,0,1,0,0,1,1,0,0
480000000,1,84.9,16,1762.0,1495,18,107.59,567,3.0,2.0,0,1,0,0,1,0,0,1
602000000,1,84.95100000000002,13,1185.0,882,16,112.29,222,3.0,2.0,0,1,0,0,1,0,0,1
129000000,0,59.98,20,540.0,630,6,79.85,40,3.0,1.0,0,1,0,0,1,0,0,1
540000000,1,84.66,12,912.0,912,8,107.46,72,3.0,1.0,1,0,0,0,1,1,0,0
335000000,0,112.818,21,379.0,231,2,141.18,116,3.0,2.0,0,1,0,0,1,0,0,1
132500000,0,59.83,8,565.0,702,10,87.14,310,3.0,1.0,0,1,0,0,1,0,0,1
101000000,0,59.9675,1,513.0,528,8,81.22,218,3.0,2.0,0,1,0,0,1,0,0,1
120000000,0,46.265,30,274.0,256,1,63.21,28,2.0,1.0,0,1,0,0,1,0,0,1
305000000,1,84.94,7,3481.0,2678,25,102.02,2254,3.0,2.0,0,1,0,0,1,0,0,1
76000000,0,59.67,7,1282.0,1166,10,79.28,400,2.0,1.0,0,1,0,0,1,0,0,1
1960000000,1,161.9,5,156.0,312,5,176.43,104,5.0,2.0,0,1,1,0,0,0,0,1
384000000,1,84.83,20,853.0,996,10,108.33,484,3.0,2.0,0,1,0,0,1,0,0,1
950000000,1,84.8,8,7712.0,5678,72,111.52,2938,3.0,2.0,1,0,0,1,0,0,0,1
595000000,1,84.988,11,753.0,635,15,107.64,396,3.0,2.0,0,1,0,0,1,0,0,1
210000000,1,51.48,12,2455.0,3930,32,72.81,1050,2.0,1.0,1,0,0,1,0,1,0,0
221000000,1,43.92,9,1314.0,1162,7,56.68,219,1.0,1.0,0,1,1,0,0,1,0,0
183000000,1,41.3,8,1710.0,1710,10,57.15,0,2.0,1.0,0,1,1,0,0,1,0,0
1060000000,1,84.99,19,7876.0,5563,65,109.2,1201,3.0,2.0,1,0,0,1,0,0,0,1
165000000,0,112.47,11,269.0,261,2,164.87,40,4.0,2.0,0,1,0,0,1,0,0,1
292000000,1,59.88,7,2366.0,1971,28,81.95,520,3.0,1.0,0,1,0,0,1,1,0,0
550000000,0,127.62,18,1306.0,1306,15,160.45,245,4.0,2.0,0,1,0,0,1,0,0,1
235000000,1,49.5,9,1800.0,3481,25,69.83,1177,3.0,1.0,1,0,0,1,0,1,0,0
310000000,1,60.0,15,5402.0,5387,49,80.43,312,3.0,1.0,0,1,1,0,0,0,0,1
370000000,1,59.99,9,2251.0,2904,21,78.18,753,3.0,2.0,0,1,0,0,1,1,0,0
835000000,1,114.93,25,1262.0,1220,10,142.85,225,4.0,2.0,0,1,1,0,0,0,0,1
213000000,0,59.86,13,955.0,926,7,85.42,506,3.0,1.0,0,1,0,0,1,1,0,0
240000000,1,59.49,12,1225.0,910,7,79.65,280,3.0,1.0,0,1,1,0,0,1,0,0
288000000,0,84.92,13,467.0,464,5,112.01,232,3.0,2.0,0,1,0,0,1,0,0,1
244500000,1,64.66,3,902.0,919,7,87.3,284,2.0,1.0,0,1,0,0,1,1,0,0
300000000,1,59.83,14,5402.0,5387,49,82.91,324,3.0,1.0,0,1,1,0,0,0,1,0
499000000,1,59.91,11,285.0,257,3,85.44,129,3.0,1.0,0,1,0,0,1,1,0,0
402000000,0,147.97,7,946.0,414,17,180.67,120,4.0,2.0,1,0,0,1,0,0,0,1
380000000,0,114.995,3,1309.0,1048,11,145.11,82,4.0,2.0,0,1,0,0,1,0,0,1
205000000,0,59.676,18,1277.0,1110,13,92.16,276,3.0,2.0,0,1,0,0,1,0,0,1
438000000,1,84.9829,2,224.0,213,3,107.84,26,3.0,2.0,0,1,0,0,1,0,0,1
75000000,0,40.13,5,84.0,700,16,45.96,1,2.0,1.0,0,1,0,0,1,0,0,1
600000000,1,84.91,6,195.0,165,3,108.12,30,3.0,2.0,0,1,0,0,1,0,0,1
485000000,0,134.005,1,997.0,957,12,166.3,170,4.0,2.0,1,0,0,1,0,0,0,1
900000000,1,76.79,6,5000.0,4424,28,101.52,13,3.0,1.0,1,0,0,1,0,1,0,0
280000000,1,59.39,8,1196.0,2392,18,82.65,1080,2.0,1.0,1,0,0,1,0,1,0,0
673000000,0,128.407,16,867.0,415,4,157.41,116,4.0,2.0,1,0,0,1,0,0,0,1
155000000,1,59.34,12,407.0,930,8,75.37,270,3.0,1.0,1,0,0,1,0,1,0,0
512000000,1,114.69,6,1664.0,1261,10,141.16,355,4.0,2.0,0,1,0,0,1,0,0,1
665000000,1,84.82799999999997,7,1964.0,936,14,102.8,408,3.0,1.0,1,0,0,1,0,0,0,1
210830000,0,84.97,14,1551.0,1124,21,112.63,90,3.0,2.0,0,1,0,0,1,0,0,1
230000000,0,84.97,15,479.0,432,4,109.46,177,3.0,2.0,0,1,0,0,1,0,0,1
144000000,0,84.93,5,1044.0,2132,24,102.91,1128,3.0,2.0,0,1,0,0,1,0,0,1
420000000,1,84.65,4,328.0,278,6,99.96,165,3.0,2.0,1,0,0,1,0,0,0,1
208500000,1,34.29,6,440.0,366,1,45.35,189,1.0,1.0,0,1,0,0,1,1,0,0
214000000,0,101.97,8,957.0,928,12,127.68,160,4.0,2.0,1,0,0,1,0,0,0,1
275000000,0,134.96,21,592.0,546,4,161.25,396,4.0,2.0,0,1,0,0,1,0,0,1
340000000,1,59.91,26,1096.0,1017,11,81.77,252,3.0,1.0,0,1,1,0,0,1,0,0
145000000,0,84.54,4,796.0,796,8,102.48,384,3.0,2.0,0,1,0,0,1,0,0,1
313500000,1,60.42,4,713.0,969,11,62.81,144,2.0,1.0,0,1,1,0,0,1,0,0
580000000,1,59.862,9,672.0,707,12,76.03,63,3.0,2.0,0,1,0,0,1,0,0,1
785000000,1,84.88,7,842.0,590,7,108.57,226,3.0,2.0,1,0,0,1,0,0,0,1
144500000,1,44.35,3,600.0,600,4,58.83,178,3.0,1.0,0,1,0,0,1,1,0,0
297000000,1,59.84,5,1010.0,919,14,79.38,383,3.0,2.0,1,0,0,1,0,0,0,1
360000000,1,84.09,7,2366.0,1971,28,105.32,394,3.0,2.0,0,1,0,0,1,0,0,1
305000000,1,84.99,3,283.0,390,6,110.32,390,3.0,2.0,1,0,0,1,0,0,0,1
540000000,1,109.7,6,981.0,1550,12,131.01,120,3.0,2.0,1,0,0,1,0,0,0,1
430000000,0,145.64,31,948.0,540,4,171.72,128,4.0,2.0,0,1,0,0,1,0,0,1
188000000,0,59.84,1,1351.0,1127,11,78.37,108,3.0,1.0,0,1,0,0,1,0,0,1
1198000000,1,76.5,13,3930.0,3930,30,112.39,1110,3.0,1.0,1,0,0,1,0,1,0,0
560000000,1,59.99,8,1306.0,1125,15,78.45,452,3.0,1.0,0,1,0,0,1,0,0,1
278500000,1,84.94,8,3481.0,2678,25,102.02,164,3.0,2.0,0,1,0,0,1,0,0,1
260000000,1,59.98,3,4804.0,3830,54,81.43,1195,3.0,2.0,0,1,0,0,1,0,0,1
310000000,1,84.12,8,192.0,198,1,107.62,59,3.0,2.0,0,1,0,0,1,0,0,1
345000000,1,78.941,10,211.0,199,3,99.39,86,3.0,2.0,0,1,0,0,1,0,0,1
290000000,0,84.97,17,305.0,159,1,111.09,121,3.0,2.0,0,1,0,0,1,0,0,1
160000000,0,59.9882,5,522.0,524,6,79.3,224,3.0,2.0,0,1,0,0,1,0,0,1
690000000,1,84.87,9,750.0,248,2,109.2,31,3.0,2.0,0,1,0,0,1,0,0,1
415000000,1,59.804,9,333.0,299,5,83.09,48,3.0,2.0,0,1,0,0,1,0,0,1
506000000,1,84.77,2,1359.0,1512,15,103.22,1512,3.0,2.0,1,0,0,1,0,0,0,1
285000000,1,59.26,15,450.0,509,6,80.2,120,2.0,1.0,0,1,0,0,1,1,0,0
325000000,0,101.99,10,1551.0,1124,21,130.39,58,3.0,2.0,0,1,0,0,1,0,0,1
480000000,1,84.95100000000002,12,1077.0,976,15,106.77,445,3.0,2.0,0,1,0,0,1,1,0,0
147500000,1,51.66,2,486.0,763,11,71.15,149,2.0,1.0,1,0,0,1,0,1,0,0
120000000,1,36.08,7,228.0,291,1,44.71,21,1.0,1.0,0,1,0,0,1,1,0,0
70500000,0,56.94,6,109.0,299,2,73.86,105,2.0,1.0,0,1,0,0,1,1,0,0
271000000,1,59.88,6,2366.0,1971,28,85.56,115,3.0,1.0,0,1,0,0,1,0,0,1
480000000,1,84.88,2,205.0,235,1,101.83,143,3.0,2.0,0,1,0,0,1,0,0,1
327000000,1,59.4,18,465.0,414,3,89.79,136,3.0,1.0,0,1,0,0,1,1,0,0
350000000,1,59.95,14,1602.0,1253,15,87.96,84,3.0,1.0,0,1,0,0,1,1,0,0
550000000,1,84.97,12,3310.0,2517,42,107.49,55,3.0,2.0,1,0,0,1,0,0,0,1
137000000,0,59.91,7,373.0,533,4,79.34,283,3.0,1.0,0,1,0,0,1,1,0,0
170000000,1,50.37,10,1544.0,1544,9,72.11,248,3.0,1.0,0,1,0,0,1,1,0,0
400000000,1,59.94300000000001,4,190.0,210,2,77.92,60,3.0,2.0,0,1,0,0,1,0,0,1
195000000,1,59.98,15,551.0,526,5,78.29,17,3.0,1.0,0,1,0,0,1,0,0,1
870000000,1,59.606,4,852.0,840,12,79.52,449,3.0,2.0,1,0,0,1,0,0,0,1
200000000,0,84.9595,11,358.0,350,4,111.76,28,3.0,2.0,0,1,0,0,1,0,0,1
284000000,1,49.85,5,1800.0,3481,25,70.32,468,3.0,1.0,1,0,0,1,0,0,0,1
420000000,1,82.82,2,329.0,239,2,105.96,86,3.0,2.0,0,1,0,0,1,0,0,1
240000000,1,60.0,21,5402.0,5387,49,80.43,312,3.0,1.0,0,1,1,0,0,0,0,1
151000000,0,78.0341,8,160.0,158,2,101.66,88,3.0,2.0,0,1,0,1,0,0,0,1
400000000,1,84.7,10,187.0,186,2,107.27,80,3.0,2.0,0,1,0,0,1,0,0,1
650500000,1,134.46,-4,855.0,472,22,165.77,0,3.0,2.0,1,0,0,1,0,0,1,0
260000000,1,59.895,7,1077.0,976,15,83.5,256,3.0,1.0,0,1,0,0,1,1,0,0
256000000,0,85.0,25,4515.0,2637,30,107.27,276,3.0,2.0,0,1,0,0,1,0,0,1
45000000,0,45.5,5,800.0,1000,9,62.48,400,3.0,1.0,0,1,0,0,1,1,0,0
420000000,1,59.76,3,1208.0,1170,13,75.33,19,2.0,1.0,0,1,0,0,1,0,0,1
653000000,1,108.08,13,1710.0,855,6,124.18,45,4.0,2.0,0,1,1,0,0,0,0,1
295920000,0,101.4,5,941.0,652,11,132.2,90,3.0,2.0,1,0,0,1,0,0,0,1
428000000,1,84.88,8,713.0,652,8,108.42,259,3.0,2.0,1,0,0,1,0,0,0,1
265000000,1,62.27,2,632.0,632,19,79.34,302,2.0,1.0,0,1,1,0,0,0,0,1
56000000,0,45.5,10,230.0,996,7,63.17,996,3.0,1.0,0,1,0,0,1,1,0,0
145000000,0,59.86,17,476.0,476,2,74.42,204,2.0,1.0,0,1,0,0,1,0,0,1
545000000,1,84.91,11,1152.0,1152,12,103.71,570,3.0,2.0,0,1,0,0,1,0,0,1
1130000000,1,84.43,8,5000.0,4424,28,115.54,11,4.0,2.0,1,0,0,1,0,1,0,0
140500000,1,45.54,12,558.0,694,5,60.1,154,1.0,1.0,0,1,0,1,0,1,0,0
200000000,1,84.65899999999998,11,151.0,132,1,110.08,132,3.0,2.0,0,1,0,0,1,0,0,1
280000000,0,84.96,4,1992.0,1680,19,108.19,920,3.0,2.0,0,1,0,0,1,0,0,1
650000000,1,79.53,15,165.0,165,1,108.25,90,3.0,1.0,0,1,0,0,1,1,0,0
525000000,0,190.555,6,2918.0,1536,18,219.92,56,6.0,2.0,0,1,0,0,1,0,0,1
1135000000,1,84.8919,9,4580.0,3885,51,113.0,520,3.0,2.0,0,1,0,0,1,0,0,1
430000000,1,66.87,13,2300.0,2400,18,90.97,663,3.0,1.0,0,1,1,0,0,1,0,0
109000000,0,48.51,9,640.0,640,4,66.94,640,2.0,1.0,0,1,0,0,1,1,0,0
269000000,0,84.71700000000001,11,1277.0,1110,13,118.97,488,3.0,2.0,0,1,0,0,1,0,0,1
249500000,0,84.5849,6,431.0,388,5,113.73,144,3.0,2.0,0,1,0,0,1,0,0,1
490000000,1,59.95,7,576.0,473,7,86.18,105,3.0,2.0,1,0,0,1,0,0,0,1
400000000,1,84.53,11,710.0,629,9,108.82,109,3.0,2.0,1,0,0,1,0,0,0,1
127000000,0,84.99,7,3776.0,3382,35,107.48,850,3.0,2.0,0,1,0,0,1,0,0,1
237000000,1,59.73,14,502.0,845,8,81.33,389,3.0,1.0,1,0,0,1,0,1,0,0
510000000,1,84.91,13,250.0,242,4,108.34,166,3.0,2.0,0,1,0,0,1,0,0,1
165000000,0,59.9905,7,1875.0,1627,13,87.52,498,3.0,2.0,0,1,0,0,1,0,0,1
462000000,1,59.95,12,384.0,480,5,78.98,120,2.0,1.0,0,1,0,0,1,1,0,0
1100000000,1,95.74,4,1199.0,1588,30,116.9,230,3.0,1.0,1,0,0,1,0,1,0,0
237000000,0,85.0,3,2381.0,1391,14,107.24,138,3.0,2.0,0,1,0,0,1,0,0,1
265000000,1,66.6,5,492.0,942,10,88.66,165,3.0,1.0,0,1,0,0,1,1,0,0
590000000,1,72.55,8,654.0,768,10,100.69,60,3.0,1.0,0,1,0,0,1,1,0,0
707500000,1,118.25,14,1299.0,1080,8,137.2,120,4.0,2.0,0,1,1,0,0,0,0,1
580000000,1,84.95,7,1535.0,1410,19,108.56,630,3.0,2.0,0,1,0,0,1,0,0,1
348000000,1,64.53,2,400.0,479,6,88.51,171,2.0,1.0,0,1,0,0,1,1,0,0
255000000,1,59.77,5,202.0,228,1,80.6,114,3.0,1.0,0,1,0,0,1,0,0,1
264880000,0,84.9222,7,916.0,559,5,118.18,68,3.0,2.0,0,1,0,0,1,0,0,1
430000000,1,84.96,19,5402.0,5387,49,106.86,792,3.0,2.0,0,1,1,0,0,0,0,1
153000000,0,59.97,15,931.0,953,8,83.31,439,2.0,1.0,0,1,0,0,1,1,0,0
519000000,1,59.87,7,1014.0,948,19,80.32,118,3.0,2.0,1,0,0,1,0,0,0,1
53000000,0,32.76,2,380.0,520,12,32.76,59,1.0,1.0,0,1,0,0,1,0,0,1
1090000000,1,99.09,16,2147.0,888,6,122.02,21,3.0,2.0,1,0,1,0,0,0,0,1
840000000,1,91.77,4,418.0,339,3,122.6,156,4.0,2.0,1,0,0,1,0,0,0,1
420000000,1,59.98,5,454.0,393,6,81.62,40,3.0,2.0,0,1,0,0,1,0,0,1
518000000,1,114.71,10,1525.0,1326,15,140.33,112,4.0,2.0,1,0,0,1,0,0,0,1
586000000,1,118.44,9,156.0,114,3,146.93,35,4.0,2.0,0,1,0,0,1,0,0,1
380000000,1,84.99,10,626.0,626,4,104.62,506,3.0,2.0,0,1,0,0,1,0,0,1
220000000,1,51.03,10,730.0,845,8,72.23,341,2.0,1.0,0,1,0,0,1,1,0,0
365000000,1,84.766,13,2733.0,2197,30,109.84,152,3.0,2.0,0,1,0,0,1,0,0,1
1260000000,1,113.62,15,1319.0,1081,15,146.3,25,4.0,2.0,0,1,0,0,1,0,0,1
165000000,0,59.88,14,1110.0,1206,12,78.19,340,2.0,1.0,0,1,0,0,1,0,0,1
55000000,0,46.78,9,66.0,130,1,62.15,39,2.0,1.0,0,1,0,0,1,0,0,1
413000000,0,84.6528,21,4599.0,2752,14,114.16,270,3.0,2.0,0,1,0,0,1,0,0,1
630000000,1,134.99,14,1979.0,1164,21,170.4,225,4.0,2.0,0,1,0,0,1,0,0,1
1400000000,1,84.93,17,3893.0,2444,28,113.71,198,3.0,2.0,1,0,0,1,0,0,0,1
965000000,1,84.99,6,7876.0,5563,65,109.34,436,3.0,2.0,1,0,0,1,0,0,0,1
705000000,1,59.97,12,4113.0,2678,35,86.43,112,3.0,2.0,1,0,0,1,0,0,0,1
355000000,0,138.56,4,702.0,848,11,167.9,288,4.0,2.0,0,1,0,0,1,0,0,1
338000000,1,73.08,9,1400.0,1400,13,96.07,412,3.0,1.0,0,1,1,0,0,1,0,0
214000000,0,84.935,21,756.0,842,8,108.14,224,3.0,2.0,1,0,0,1,0,0,0,1
537000000,1,84.9572,15,567.0,499,9,107.39,185,3.0,2.0,0,1,0,0,1,0,0,1
61000000,0,49.86,1,100.0,150,2,60.31,35,3.0,1.0,0,1,0,0,1,0,0,1
300000000,1,58.01,13,1999.0,2856,32,80.17,616,2.0,1.0,1,0,0,1,0,1,0,0
580000000,1,127.11,5,955.0,1089,8,134.45,56,4.0,2.0,0,1,1,0,0,1,0,0
910000000,1,84.885,12,1209.0,919,14,106.64,250,3.0,2.0,1,0,0,1,0,0,0,1
124000000,0,49.2,15,361.0,458,6,72.73,0,2.0,1.0,0,1,0,0,1,0,0,1
323000000,1,84.76,2,4804.0,3830,54,109.28,760,3.0,2.0,0,1,0,0,1,0,0,1
620000000,1,85.0,15,735.0,915,8,108.14,405,3.0,2.0,0,1,0,1,0,0,0,1
270000000,1,59.22,4,1800.0,3481,25,83.54,150,3.0,1.0,1,0,0,1,0,1,0,0
75000000,0,59.91,13,373.0,533,4,79.34,283,3.0,1.0,0,1,0,0,1,1,0,0
450000000,1,84.87,11,708.0,570,8,102.77,285,3.0,2.0,0,1,0,0,1,0,0,1
281000000,1,59.26,8,893.0,2433,14,83.26,447,3.0,1.0,1,0,0,1,0,1,0,0
215000000,0,84.98,27,1323.0,1190,11,112.83,414,3.0,2.0,0,1,0,0,1,0,0,1
290000000,1,84.95,1,600.0,581,8,108.6,204,3.0,2.0,0,1,0,0,1,0,0,1
239000000,0,84.965,16,3958.0,2947,29,105.89,1464,3.0,2.0,0,1,0,0,1,0,0,1
467500000,1,84.87799999999999,2,1054.0,886,11,110.77,200,3.0,2.0,0,1,0,0,1,0,0,1
535000000,1,84.99,8,262.0,197,4,103.81,95,3.0,2.0,0,1,0,0,1,0,0,1
496000000,1,101.48,10,2776.0,2298,27,126.59,208,4.0,2.0,0,1,0,0,1,0,0,1
655000000,1,92.56,5,692.0,577,5,98.58,59,3.0,1.0,0,1,0,1,0,1,0,0
1546480000,1,208.39,34,805.0,278,3,259.25,11,3.0,3.0,0,1,0,0,1,0,0,1
500000000,1,84.77,2,989.0,780,9,104.64,780,3.0,2.0,0,1,1,0,0,0,0,1
161000000,1,45.77,5,1196.0,2392,18,63.68,720,2.0,1.0,1,0,0,1,0,1,0,0
284000000,0,84.9749,9,829.0,703,7,113.91,234,3.0,2.0,0,1,0,0,1,0,0,1
545000000,1,114.97,17,2251.0,2904,21,149.84,136,4.0,2.0,0,1,0,0,1,0,0,1
134000000,0,59.9942,5,1989.0,1973,18,83.14,1444,3.0,2.0,0,1,0,0,1,0,0,1
332500000,0,84.9805,18,524.0,470,6,113.66,126,3.0,2.0,0,1,0,0,1,0,0,1
173000000,0,70.83800000000002,25,402.0,392,4,94.06,110,3.0,2.0,0,1,0,0,1,0,0,1
455000000,1,59.98,29,1344.0,1012,15,79.59,106,3.0,2.0,0,1,0,0,1,0,0,1
375000000,0,107.89,24,948.0,540,4,127.21,128,4.0,2.0,0,1,0,0,1,0,0,1
950000000,1,121.53,11,2040.0,1302,18,155.7,520,4.0,2.0,0,1,0,0,1,0,0,1
380000000,1,119.49,8,150.0,220,3,149.02,80,4.0,2.0,0,1,0,0,1,0,0,1
104500000,1,42.93,4,714.0,476,4,62.81,84,1.0,1.0,0,1,0,0,1,1,0,0
400000000,1,84.83,13,831.0,748,10,109.92,122,3.0,2.0,1,0,0,1,0,0,0,1
165000000,0,114.98,2,1989.0,1901,15,134.96,344,4.0,2.0,0,1,0,0,1,0,0,1
164000000,1,43.11,11,648.0,791,7,59.71,283,1.0,1.0,0,1,0,0,1,1,0,0
76000000,0,59.9,14,139.0,159,1,83.34,72,3.0,1.0,0,1,0,0,1,0,0,1
550000000,1,118.381,8,1024.0,603,11,162.08,298,4.0,2.0,0,1,0,0,1,0,0,1
334000000,0,84.89175,7,349.0,269,3,106.94,93,3.0,2.0,0,1,0,0,1,0,0,1
297000000,1,59.94,1,271.0,264,2,82.01,18,3.0,1.0,0,1,0,0,1,0,0,1
1260000000,1,115.19,4,783.0,1368,15,150.06,144,4.0,2.0,1,0,0,1,0,0,0,1
343000000,0,118.72,11,2919.0,2290,20,159.85,368,4.0,2.0,0,1,0,0,1,0,0,1
525000000,1,84.97,6,1267.0,999,18,112.82,109,3.0,2.0,0,1,0,0,1,0,0,1
247000000,0,106.2656,14,592.0,421,9,133.41,74,3.0,2.0,0,1,0,0,1,0,0,1
645000000,1,78.07,15,924.0,660,8,102.47,135,3.0,1.0,0,1,1,0,0,0,0,1
216000000,0,84.96,13,1044.0,2132,24,102.96,1004,3.0,2.0,0,1,0,0,1,0,0,1
48000000,0,41.3,1,1578.0,2544,18,58.74,718,2.0,1.0,0,1,0,0,1,1,0,0
385000000,1,59.4,11,1322.0,1155,10,86.34,532,3.0,1.0,0,1,0,0,1,1,0,0
400000000,1,59.94,14,267.0,252,4,78.96,48,3.0,1.0,0,1,0,0,1,1,0,0
173000000,0,84.98,14,619.0,362,3,108.11,266,3.0,2.0,0,1,0,0,1,0,0,1
510000000,1,84.9,14,618.0,508,5,108.86,308,3.0,2.0,1,0,0,1,0,0,0,1
487500000,1,110.56,15,290.0,216,7,134.04,108,3.0,2.0,0,1,0,0,1,0,0,1
250000000,1,84.98,17,424.0,496,5,106.5,276,3.0,2.0,0,1,0,0,1,0,0,1
120000000,0,84.83,21,320.0,511,4,105.98,144,3.0,2.0,0,1,0,0,1,0,0,1
695000000,1,84.99,16,886.0,1432,21,110.14,162,3.0,2.0,1,0,0,1,0,0,0,1
514000000,1,84.77,5,677.0,926,6,107.82,268,3.0,2.0,1,0,0,1,0,0,0,1
600000000,1,114.66,14,1433.0,1148,12,140.06,45,4.0,2.0,0,1,0,0,1,0,0,1
103000000,0,59.94,8,280.0,379,2,78.74,241,3.0,1.0,0,1,0,0,1,0,0,1
92030000,0,49.14,21,700.0,990,7,62.81,556,2.0,1.0,0,1,0,0,1,0,1,0
306000000,1,84.94,6,3481.0,2678,25,102.02,236,3.0,2.0,0,1,0,0,1,0,0,1
100000000,0,61.61,11,134.0,209,1,77.11,44,3.0,2.0,0,1,0,0,1,0,0,1
195000000,0,84.9271,10,276.0,203,3,109.48,32,3.0,2.0,1,0,0,1,0,0,0,1
188500000,0,84.98,14,2381.0,1391,14,107.24,138,3.0,2.0,0,1,0,0,1,0,0,1
295000000,1,59.94,16,652.0,625,5,83.82,313,3.0,1.0,0,1,0,0,1,1,0,0
561900000,1,84.9903,2,1213.0,790,10,112.85,19,3.0,2.0,0,1,0,0,1,0,0,1
449000000,1,115.56,9,1200.0,1234,15,126.99,232,4.0,2.0,0,1,0,0,1,0,0,1
1490000000,1,151.76,13,1625.0,2280,33,181.82,32,5.0,2.0,1,0,0,1,0,0,0,1
520000000,1,82.94,6,3012.0,2938,16,113.5,434,3.0,2.0,0,1,0,0,1,0,0,1
615000000,1,131.25,21,700.0,791,5,161.3,126,4.0,2.0,0,1,0,0,1,0,0,1
410000000,0,84.99,6,932.0,841,29,111.17,120,3.0,2.0,0,1,0,0,1,0,0,1
272000000,1,84.69,9,286.0,265,2,111.65,27,3.0,2.0,0,1,0,0,1,0,0,1
800000000,1,101.97,12,135.0,108,2,123.44,25,4.0,2.0,1,0,0,1,0,0,0,1
235000000,1,37.53,11,373.0,393,3,49.4,121,1.0,1.0,0,1,0,0,1,1,0,0
246500000,0,59.1416,12,3400.0,3160,30,81.9,195,3.0,2.0,0,1,0,0,1,0,0,1
235000000,0,84.7165,6,146.0,143,3,108.69,87,3.0,2.0,0,1,0,0,1,0,0,1
432500000,0,84.97,14,1009.0,564,4,113.47,130,3.0,2.0,0,1,0,0,1,0,0,1
334000000,1,59.76,14,796.0,777,9,75.31,452,3.0,1.0,0,1,0,0,1,0,0,1
210000000,0,84.77,11,1721.0,1374,17,107.7,344,3.0,2.0,0,1,0,0,1,0,0,1
510000000,1,84.94,8,4190.0,2176,50,117.28,180,3.0,2.0,1,0,0,1,0,0,0,1
418000000,1,84.98,15,993.0,689,11,107.97,280,3.0,2.0,0,1,0,0,1,0,0,1
260000000,0,116.846,19,1018.0,718,8,145.39,130,4.0,2.0,0,1,0,0,1,0,0,1
377500000,1,84.65,2,1300.0,1342,10,112.32,540,3.0,1.0,0,1,1,0,0,1,0,0
1165000000,1,65.1,16,783.0,1368,15,88.89,0,2.0,1.0,1,0,0,1,0,1,0,0
605000000,1,84.97,13,249.0,205,2,106.22,40,3.0,2.0,1,0,0,1,0,0,0,1
600000000,1,114.928,9,848.0,758,15,144.01,139,4.0,2.0,0,1,0,0,1,0,0,1
121500000,0,59.72,14,714.0,705,5,79.04,125,2.0,1.0,0,1,0,0,1,0,0,1
